40047214 40021343 0.194066 10000
90074916 90033361 0.439252 15000
160098621 160043382 0.779453 20000
250127998 250060167 1.218260 25000
360152311 360071844 1.744796 30000
490174430 490083199 2.377141 35000
640208924 640097554 3.104771 40000
810234909 810107258 3.939745 45000
1000274746 1000132788 4.856285 50000
1210285070 1210127924 5.880827 55000
1440320756 1440149649 6.986077 60000
1690341860 1690159718 8.303249 65000
1960375777 1960183108 9.501396 70000
2250426841 2250200153 11.386928 75000
2560451472 2560220747 12.505459 80000
2890479484 2890241297 13.976721 85000
3240512829 3240254044 15.686639 90000
3610520769 3610245949 17.476335 95000
4000574040 4000265313 19.761653 100000
