0.003569 0.002342 0.002613 10000
0.006340 0.003495 0.004001 15000
0.010424 0.004943 0.005567 20000
0.015515 0.005920 0.006973 25000
0.021103 0.007377 0.008992 30000
0.028124 0.009286 0.010865 35000
0.037571 0.010839 0.011383 40000
0.045726 0.012225 0.013097 45000
0.055320 0.014517 0.014954 50000
0.065858 0.013779 0.016042 55000
0.077201 0.016126 0.017538 60000
0.090636 0.017408 0.019273 65000
0.105659 0.018288 0.020739 70000
0.119046 0.019548 0.022121 75000
0.136748 0.025723 0.025051 80000
0.154124 0.024916 0.025462 85000
0.168879 0.024554 0.026927 90000
0.187713 0.024667 0.028571 95000
0.209814 0.031571 0.030166 100000
0.233141 0.028525 0.032775 105000
0.247924 0.028655 0.033807 110000
0.279768 0.029922 0.036582 115000
0.297871 0.033309 0.036525 120000
0.322127 0.035329 0.038684 125000
0.349081 0.034762 0.040882 130000
0.376022 0.036613 0.041660 135000
0.402707 0.038489 0.043547 140000
0.428800 0.045077 0.045575 145000
0.463540 0.041480 0.046947 150000
