310029 160010 0.002803 10000
527031 272010 0.004805 15000
765436 394412 0.007149 20000
978120 503894 0.008774 25000
1185651 610786 0.010561 30000
1462167 752171 0.013050 35000
1692464 870444 0.014821 40000
1913520 984096 0.016609 45000
2132738 1096831 0.018539 50000
2351575 1209374 0.020630 55000
2570343 1321882 0.022590 60000
2789090 1434380 0.024432 65000
3147856 1616890 0.026923 70000
3404606 1748390 0.028931 75000
3640953 1869688 0.030919 80000
3873234 1988955 0.033196 85000
4104675 2107799 0.034887 90000
4335970 2226571 0.036687 95000
4567229 2345326 0.038781 100000
4798483 2464079 0.040970 105000
5029725 2582823 0.042782 110000
5260983 2701578 0.045586 115000
5492225 2820323 0.047138 120000
5723483 2939078 0.049177 125000
5954719 3057819 0.051062 130000
6455982 3311577 0.054498 135000
6751235 3462329 0.057052 140000
7005286 3592479 0.058903 145000
7251093 3718507 0.060950 150000
