0.003215 0.002553 0.003199 10000
0.006443 0.003802 0.004862 15000
0.010750 0.004916 0.006602 20000
0.015572 0.006341 0.008692 25000
0.022168 0.007741 0.011116 30000
0.040568 0.014908 0.012848 35000
0.045092 0.010710 0.016874 40000
0.053781 0.012496 0.017147 45000
0.061340 0.014634 0.018794 50000
0.066065 0.013947 0.018928 55000
0.072603 0.015050 0.027689 60000
0.122990 0.018358 0.025237 65000
0.111752 0.018523 0.024955 70000
0.121862 0.019809 0.026480 75000
0.186290 0.031508 0.037109 80000
0.176413 0.022519 0.032592 85000
0.177857 0.024160 0.033427 90000
0.190511 0.025392 0.037800 95000
0.221512 0.030324 0.042558 100000
0.234472 0.030239 0.040725 105000
0.269322 0.031165 0.040593 110000
0.274485 0.031581 0.042707 115000
0.293861 0.033561 0.045125 120000
0.346148 0.040100 0.047899 125000
0.362887 0.036718 0.054456 130000
0.429853 0.037216 0.055294 135000
0.427817 0.041808 0.056047 140000
0.443028 0.041795 0.054888 145000
0.490523 0.042621 0.056380 150000
